date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:22	18857/18857	---M--	200	added ('OK')	text/html	etag:%2203164e3dcddc1:0%22	https://histologyguide.com/slideview/MH-127-liver/15-slide-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-127-liver/15-slide-1.html	(from https://histologyguide.com/index/index-A.html)
15:42:23	6683/6683	---M--	200	added ('OK')	image/png	etag:%2209ddd7b233acd1:0%22	https://histologyguide.com/slideview/MH-127-liver/imgs/slide.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-127-liver/imgs/slide.png	(from https://histologyguide.com/index/index-A.html)
15:42:25	19548/19548	---M--	200	added ('OK')	text/html	etag:%2203164e3dcddc1:0%22	https://histologyguide.com/slideview/MH-132-pancreas/12-slide-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-132-pancreas/12-slide-1.html	(from https://histologyguide.com/index/index-A.html)
15:42:25	19250/19250	---M--	200	added ('OK')	text/html	etag:%2205e374f3dcddc1:0%22	https://histologyguide.com/slideview/MH-142-kidney/16-slide-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-142-kidney/16-slide-1.html	(from https://histologyguide.com/index/index-A.html)
15:42:26	53252/53252	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-B.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-B.html	(from https://histologyguide.com/index/index-A.html)
15:42:42	76339/76339	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-C.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-C.html	(from https://histologyguide.com/index/index-A.html)
15:42:43	41091/41091	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-D.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-D.html	(from https://histologyguide.com/index/index-A.html)
15:42:44	70629/70629	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-E.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-E.html	(from https://histologyguide.com/index/index-A.html)
15:42:45	27863/27863	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-F.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-F.html	(from https://histologyguide.com/index/index-A.html)
15:42:46	55344/55344	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-G.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-G.html	(from https://histologyguide.com/index/index-A.html)
15:42:46	51135/51135	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-H.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-H.html	(from https://histologyguide.com/index/index-A.html)
15:43:02	44002/44002	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-I.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-I.html	(from https://histologyguide.com/index/index-A.html)
15:43:03	8887/8887	---M--	200	added ('OK')	text/html	etag:%22090d09289ccdc1:0%22	https://histologyguide.com/index/index-J.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-J.html	(from https://histologyguide.com/index/index-A.html)
15:43:04	11162/11162	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-K.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-K.html	(from https://histologyguide.com/index/index-A.html)
15:43:05	55600/55600	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-L.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-L.html	(from https://histologyguide.com/index/index-A.html)
15:43:06	84795/84795	---M--	200	added ('OK')	text/html	etag:%220bd7771cbcddc1:0%22	https://histologyguide.com/index/index-M.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-M.html	(from https://histologyguide.com/index/index-A.html)
15:43:22	20943/20943	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-N.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-N.html	(from https://histologyguide.com/index/index-A.html)
15:43:24	19472/19472	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-O.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-O.html	(from https://histologyguide.com/index/index-A.html)
15:43:25	6752/6752	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-Q.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-Q.html	(from https://histologyguide.com/index/index-A.html)
15:43:26	100117/100117	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-P.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-P.html	(from https://histologyguide.com/index/index-A.html)
15:43:26	36890/36890	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-R.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-R.html	(from https://histologyguide.com/index/index-A.html)
15:43:43	142339/142339	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-S.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-S.html	(from https://histologyguide.com/index/index-A.html)
15:43:45	58336/58336	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-T.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-T.html	(from https://histologyguide.com/index/index-A.html)
15:43:46	19201/19201	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-U.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-U.html	(from https://histologyguide.com/index/index-A.html)
15:44:02	27775/27775	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-V.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-V.html	(from https://histologyguide.com/index/index-A.html)
15:44:03	27042/27042	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-W.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-W.html	(from https://histologyguide.com/index/index-A.html)
15:44:03	6752/6752	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-X.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-X.html	(from https://histologyguide.com/index/index-A.html)
15:44:04	6752/6752	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-Y.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-Y.html	(from https://histologyguide.com/index/index-A.html)
15:44:05	15877/15877	---M--	200	added ('OK')	text/html	etag:%220bd19489ccdc1:0%22	https://histologyguide.com/index/index-Z.html	C:/sitedeneme2/histodeneme/histologyguide.com/index/index-Z.html	(from https://histologyguide.com/index/index-A.html)
15:44:06	31756/31756	---M--	200	added ('OK')	text/html	etag:%220aa724a3dcddc1:0%22	https://histologyguide.com/slideview/MH-001-nuclear-morphology/01-slide-1.html?page=1	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-001-nuclear-morphology/01-slide-12679.html	(from https://histologyguide.com/search.html)
15:44:07	31756/31756	---M-Z	200	added ('OK')	text/html	etag:%220aa724a3dcddc1:0%22	https://histologyguide.com/slideview/MH-001-nuclear-morphology/01-slide-1.html?page=2	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-001-nuclear-morphology/01-slide-14658.html	(from https://histologyguide.com/search.html)
15:44:23	31756/31756	---M-Z	200	added ('OK')	text/html	etag:%220aa724a3dcddc1:0%22	https://histologyguide.com/slideview/MH-001-nuclear-morphology/01-slide-1.html?page=3	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-001-nuclear-morphology/01-slide-19ba9.html	(from https://histologyguide.com/search.html)
15:44:24	31756/31756	---M-Z	200	added ('OK')	text/html	etag:%220aa724a3dcddc1:0%22	https://histologyguide.com/slideview/MH-001-nuclear-morphology/01-slide-1.html?page=4	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-001-nuclear-morphology/01-slide-1fdb0.html	(from https://histologyguide.com/search.html)
15:44:25	31756/31756	---M-Z	200	added ('OK')	text/html	etag:%220aa724a3dcddc1:0%22	https://histologyguide.com/slideview/MH-001-nuclear-morphology/01-slide-1.html?page=5	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-001-nuclear-morphology/01-slide-1af4d.html	(from https://histologyguide.com/search.html)
15:44:26	33770/33770	---M--	200	added ('OK')	text/html	etag:%2201f98305cd3dc1:0%22	https://histologyguide.com/slideview/MH-002-cells-and-tissues/01-slide-1.html?x=8177&y=8096&z=10.00	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-002-cells-and-tissues/01-slide-10980.html	(from https://histologyguide.com/search.html)
15:44:26	33770/33770	---M-Z	200	added ('OK')	text/html	etag:%2201f98305cd3dc1:0%22	https://histologyguide.com/slideview/MH-002-cells-and-tissues/01-slide-1.html?x=32543&y=5218&z=3.90&page=3	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-002-cells-and-tissues/01-slide-1c729.html	(from https://histologyguide.com/search.html)
15:44:27	33770/33770	---M-Z	200	added ('OK')	text/html	etag:%2201f98305cd3dc1:0%22	https://histologyguide.com/slideview/MH-002-cells-and-tissues/01-slide-1.html?x=32543&y=5218&z=3.90&page=4	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-002-cells-and-tissues/01-slide-1db9d.html	(from https://histologyguide.com/search.html)
15:45:07	34458/34458	---M--	200	added ('OK')	text/html	etag:%220c6bac15bd3dc1:0%22	https://histologyguide.com/slideview/MH-003-toluidine-blue/01-slide-1.html?page=1	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-003-toluidine-blue/01-slide-12679.html	(from https://histologyguide.com/search.html)
15:45:08	34458/34458	---M--	200	added ('OK')	text/html	etag:%220c6bac15bd3dc1:0%22	https://histologyguide.com/slideview/MH-003-toluidine-blue/01-slide-1.html?x=58989&y=30641&z=2.20&page=2	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-003-toluidine-blue/01-slide-1c4a6.html	(from https://histologyguide.com/search.html)
15:45:09	34458/34458	---M-Z	200	added ('OK')	text/html	etag:%220c6bac15bd3dc1:0%22	https://histologyguide.com/slideview/MH-003-toluidine-blue/01-slide-1.html?x=82377&y=32814&z=1.22&page=3	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-003-toluidine-blue/01-slide-10dd4.html	(from https://histologyguide.com/search.html)
15:45:10	34458/34458	---M-Z	200	added ('OK')	text/html	etag:%220c6bac15bd3dc1:0%22	https://histologyguide.com/slideview/MH-003-toluidine-blue/01-slide-1.html?x=17350&y=25379&z=2.10&page=4	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-003-toluidine-blue/01-slide-12497.html	(from https://histologyguide.com/search.html)
15:45:10	34458/34458	---M-Z	200	added ('OK')	text/html	etag:%220c6bac15bd3dc1:0%22	https://histologyguide.com/slideview/MH-003-toluidine-blue/01-slide-1.html?x=38358&y=32279&z=4.30&page=5	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-003-toluidine-blue/01-slide-1bb13.html	(from https://histologyguide.com/search.html)
15:45:11	34458/34458	---M-Z	200	added ('OK')	text/html	etag:%220c6bac15bd3dc1:0%22	https://histologyguide.com/slideview/MH-003-toluidine-blue/01-slide-1.html?x=42044&y=35970&z=47.60&page=6	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-003-toluidine-blue/01-slide-16a25.html	(from https://histologyguide.com/search.html)
15:45:29	18698/18698	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-008-pancreas/03-slide-1.html?x=37047&y=4076&z=25	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-008-pancreas/03-slide-193da.html	(from https://histologyguide.com/search.html)
15:45:29	26659/26659	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-009-golgi-apparatus/01-slide-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-009-golgi-apparatus/01-slide-1.html	(from https://histologyguide.com/search.html)
15:45:31	26290/26290	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-010-mitochondria/01-slide-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-010-mitochondria/01-slide-1.html	(from https://histologyguide.com/search.html)
15:45:32	5370/5370	---M--	200	added ('OK')	image/png	etag:%220c75ea161c7cc1:0%22	https://histologyguide.com/slideview/MH-010-mitochondria/imgs/slide.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-010-mitochondria/imgs/slide.png	(from https://histologyguide.com/search.html)
15:45:33	24809/24809	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-012-nucleic-acids/01-slide-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-012-nucleic-acids/01-slide-1.html	(from https://histologyguide.com/search.html)
15:45:33	5718/5718	---M--	200	added ('OK')	image/png	etag:%220595dc061c7cc1:0%22	https://histologyguide.com/slideview/MH-012-nucleic-acids/imgs/slide.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-012-nucleic-acids/imgs/slide.png	(from https://histologyguide.com/search.html)
15:45:50	18898/18898	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-015-mitosis/01-slide-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-015-mitosis/01-slide-1.html	(from https://histologyguide.com/search.html)
15:45:51	5626/5626	---M--	200	added ('OK')	image/png	etag:%220c9ed6aa43d51:0%22	https://histologyguide.com/slideview/MH-015-mitosis/imgs/slide.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-015-mitosis/imgs/slide.png	(from https://histologyguide.com/search.html)
15:45:52	18148/18148	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-016-simple-epithelia/02-slide-1.html?x=132119&y=11103&z=75	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-016-simple-epithelia/02-slide-1c2a3.html	(from https://histologyguide.com/search.html)
15:45:53	19349/19349	---M--	200	added ('OK')	image/png	etag:%220f272b17437d21:0%22	https://histologyguide.com/slideview/MH-016-simple-epithelia/imgs/slide-kidney.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-016-simple-epithelia/imgs/slide-kidney.png	(from https://histologyguide.com/search.html)
15:45:53	17859/17859	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-016-simple-epithelia/02-slide-2.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-016-simple-epithelia/02-slide-2.html	(from https://histologyguide.com/search.html)
15:45:54	18844/18844	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-016-simple-epithelia/02-slide-3.html?x=61932&y=23171&z=17	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-016-simple-epithelia/02-slide-3507d.html	(from https://histologyguide.com/search.html)
15:46:11	19519/19519	---M--	200	added ('OK')	image/png	etag:%220d328f384dd21:0%22	https://histologyguide.com/slideview/MH-016-simple-epithelia/imgs/slide-intestine.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-016-simple-epithelia/imgs/slide-intestine.png	(from https://histologyguide.com/search.html)
15:46:12	19040/19040	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-016-simple-epithelia/02-slide-4.html?x=16510&y=19303&z=50	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-016-simple-epithelia/02-slide-40b0b.html	(from https://histologyguide.com/search.html)
15:46:13	5158/5158	---M--	200	added ('OK')	image/png	etag:%2203bfd232d43cd1:0%22	https://histologyguide.com/slideview/MH-016-simple-epithelia/imgs/slide-trachea.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-016-simple-epithelia/imgs/slide-trachea.png	(from https://histologyguide.com/search.html)
15:46:14	18814/18814	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-016-simple-epithelia/03-slide-1.html?x=62912&y=22666&z=16	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-016-simple-epithelia/03-slide-113a2.html	(from https://histologyguide.com/search.html)
15:46:15	19700/19700	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-016x-small-intestine/04-slide-1.html?x=20504&y=12614&z=25	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-016x-small-intestine/04-slide-148b4.html	(from https://histologyguide.com/search.html)
15:46:16	3771/3771	---M--	200	added ('OK')	image/png	etag:%220317de8656bcd1:0%22	https://histologyguide.com/slideview/MH-016x-small-intestine/imgs/slide.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-016x-small-intestine/imgs/slide.png	(from https://histologyguide.com/search.html)
15:46:34	18850/18850	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-017-stratified-epithelia/02-slide-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-017-stratified-epithelia/02-slide-1.html	(from https://histologyguide.com/search.html)
15:46:35	7704/7704	---M--	200	added ('OK')	image/png	etag:%2205ebb73ccdccc1:0%22	https://histologyguide.com/slideview/MH-017-stratified-epithelia/imgs/slide.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-017-stratified-epithelia/imgs/slide.png	(from https://histologyguide.com/search.html)
15:46:36	18224/18224	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-018-transitional-epithelia/02-slide-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-018-transitional-epithelia/02-slide-1.html	(from https://histologyguide.com/search.html)
15:46:36	8667/8667	---M--	200	added ('OK')	image/png	etag:%2208c3c5dc48cdc1:0%22	https://histologyguide.com/slideview/MH-018-transitional-epithelia/imgs/slide.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-018-transitional-epithelia/imgs/slide.png	(from https://histologyguide.com/search.html)
15:46:53	18198/18198	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-018-transitional-epithelia/16-slide-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-018-transitional-epithelia/16-slide-1.html	(from https://histologyguide.com/search.html)
15:46:54	18909/18909	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-020a-fetal-snout/03-slide-1.html?x=16349&y=3243&z=9	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-020a-fetal-snout/03-slide-177a8.html	(from https://histologyguide.com/search.html)
15:46:55	6697/6697	---M--	200	added ('OK')	image/png	etag:%220ae676f10cd1:0%22	https://histologyguide.com/slideview/MH-020a-fetal-snout/imgs/slide.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-020a-fetal-snout/imgs/slide.png	(from https://histologyguide.com/search.html)
15:46:56	18369/18369	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-020a-fetal-snout/03-slide-2.html?x=13275&y=7125&z=49	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-020a-fetal-snout/03-slide-270f8.html	(from https://histologyguide.com/search.html)
15:46:57	19538/19538	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-020a-fetal-snout/05-slide-1.html?x=23727&y=9701&z=12	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-020a-fetal-snout/05-slide-1baa9.html	(from https://histologyguide.com/search.html)
15:47:14	18987/18987	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-020b-fetal-snout/05-slide-1.html?x=17946&y=7169&z=13	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-020b-fetal-snout/05-slide-1c887.html	(from https://histologyguide.com/search.html)
15:47:15	15221/15221	---M--	200	added ('OK')	image/png	etag:%220799a7d4a5dc1:0%22	https://histologyguide.com/slideview/MH-020b-fetal-snout/imgs/slide.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-020b-fetal-snout/imgs/slide.png	(from https://histologyguide.com/search.html)
15:47:16	18835/18835	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-020b-fetal-snout/05-slide-2.html?x=12404&y=8134&z=6	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-020b-fetal-snout/05-slide-2970c.html	(from https://histologyguide.com/search.html)
15:47:17	18028/18028	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-021-connective-tissue/03-slide-2.html?x=73176&y=19176&z=3	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-021-connective-tissue/03-slide-26004.html	(from https://histologyguide.com/search.html)
15:47:17	7435/7435	---M--	200	added ('OK')	image/png	etag:%220263b33987ccd1:0%22	https://histologyguide.com/slideview/MH-021-connective-tissue/imgs/slide-umbilical-cord.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-021-connective-tissue/imgs/slide-umbilical-cord.png	(from https://histologyguide.com/search.html)
15:47:18	26380/26380	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-021-022-023-connective-tissue/03-slide-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-021-022-023-connective-tissue/03-slide-1.html	(from https://histologyguide.com/search.html)
15:47:19	26380/26380	---M-Z	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-021-022-023-connective-tissue/03-slide-1.html?page=3	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-021-022-023-connective-tissue/03-slide-19ba9.html	(from https://histologyguide.com/search.html)
15:47:35	13818/13818	---M--	200	added ('OK')	image/png	etag:%220c68dc33acdc1:0%22	https://histologyguide.com/slideview/MH-022-connective-tissue/imgs/slide.png	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-022-connective-tissue/imgs/slide.png	(from https://histologyguide.com/search.html)
15:47:36	18300/18300	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-mesentery/03-slide-2.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-mesentery/03-slide-2.html	(from https://histologyguide.com/search.html)
15:47:37	17445/17445	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-mesentery/04-slide-1.html?x=43270&y=22184&z=4	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-mesentery/04-slide-1a83c.html	(from https://histologyguide.com/search.html)
15:47:38	18997/18997	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-mesentery/06-slide-1.html?x=34005&y=26017&z=9	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-mesentery/06-slide-10158.html	(from https://histologyguide.com/search.html)
15:47:38	18137/18137	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-mesentery/06-slide-2.html?x=30010&y=12756&z=10	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-mesentery/06-slide-2a9e4.html	(from https://histologyguide.com/search.html)
15:47:55	18502/18502	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-mesentery/09-slide-3.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-mesentery/09-slide-3.html	(from https://histologyguide.com/search.html)
15:47:56	31056/31056	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-025-026-mesentery/03-slide-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-025-026-mesentery/03-slide-1.html	(from https://histologyguide.com/search.html)
15:47:57	31056/31056	---M-Z	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-025-026-mesentery/03-slide-1.html?page=3	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-025-026-mesentery/03-slide-19ba9.html	(from https://histologyguide.com/search.html)
15:47:58	27520/27520	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-025-026-mesentery/09-slide-1.html?x=52831&y=18922&z=2	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-025-026-mesentery/09-slide-10b28.html	(from https://histologyguide.com/search.html)
15:47:58	27520/27520	---M-Z	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-025-026-mesentery/09-slide-1.html?x=46593&y=20295&z=2&page=2	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-025-026-mesentery/09-slide-162ce.html	(from https://histologyguide.com/search.html)
15:48:15	27520/27520	---M-Z	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-025-026-mesentery/09-slide-1.html?x=36177&y=24948&z=4&page=3	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-025-026-mesentery/09-slide-1aa1f.html	(from https://histologyguide.com/search.html)
15:48:16	21363/21363	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-026-mesentery/03-slide-1.html?x=54818&y=14243&z=100&page=2	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-026-mesentery/03-slide-1ec36.html	(from https://histologyguide.com/search.html)
15:48:17	21363/21363	---M-Z	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-026-mesentery/03-slide-1.html?x=33718&y=32447&z=100&page=2	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-026-mesentery/03-slide-1d4dc.html	(from https://histologyguide.com/search.html)
15:48:18	24588/24588	---M--	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-026-mesentery/10-slide-1.html	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-026-mesentery/10-slide-1.html	(from https://histologyguide.com/search.html)
15:48:18	24588/24588	---M-Z	200	added ('OK')	text/html	etag:%220d7a34b3dcddc1:0%22	https://histologyguide.com/slideview/MH-024-026-mesentery/10-slide-1.html?page=2	C:/sitedeneme2/histodeneme/histologyguide.com/slideview/MH-024-026-mesentery/10-slide-14658.html	(from https://histologyguide.com/search.html)
